subject,sender,content,urls,label
Congratulations! You have won a $1000 gift card,alert84@dr0pb0x-team.work,WINNER! You have been selected to receive a $1000 reward. Claim your prize now before it expires: http://dropbox.account-wgdf.com@kssuxdou.xyz/login Provide your details to receive your cash reward immediately.,http://dropbox.account-wgdf.com@kssuxdou.xyz/login,1
Re: contract review,ben.jamie33@meridianhq.com,Looks good overall. I left a couple of comments in section 3 - mostly wording. Once those are in I'm happy to sign off. Latest copy: https://docs.meridianhq.com/dwol61,https://docs.meridianhq.com/dwol61,0
Verify your wallet,netflix.service737@gmail.com,We noticed unusual activity on your wallet. Confirm your seed phrase and login credentials to secure your funds: http://netflix-secure.rakmx.xyz/verify?id=zvyec5udot,http://netflix-secure.rakmx.xyz/verify?id=zvyec5udot,1
Apple notification,no-reply@account-services.com,There is an update on your account. View it here: http://64.164.231.102/apple/secure-login.php,http://64.164.231.102/apple/secure-login.php,1
Your PayPal package is on hold,support@paypalmail.com,Your parcel is on hold due to an unpaid customs fee. Pay now and update your billing information to release it: http://secure-alert.work/account,http://secure-alert.work/account,1
Confirm your Coinbase identity,service70@c01nbase-verify.support,"Hello, your account needs to be verified. Please click here to confirm your identity and enter your credentials: http://coinbase-team.support/account Thank you for your cooperation.",http://coinbase-team.support/account,1
Your Instagram account,service44@1nstagram-billing.zip,Please review your recent activity here: http://customer-update.xyz/login,http://customer-update.xyz/login,1
Your Apple order #485501 has shipped,support75@apple.com,"Hi Casey, your order #485501 is on its way and will arrive in 2-3 days. Track it from your account: https://www.apple.com/notifications",https://www.apple.com/notifications,0
Congratulations! You have won a $1000 gift card,security@instagram-claim.tk,WINNER! You have been selected to receive a $1000 reward. Claim your prize now before it expires: http://secure-desk.tk/login Provide your details to receive your cash reward immediately.,http://secure-desk.tk/login,1
Congratulations! You have won a $1000 gift card,service@mail-secure.com,WINNER! You have been selected to receive a $1000 reward. Claim your prize now before it expires: http://115.99.144.67/dhl/secure-login.php Provide your details to receive your cash reward immediately.,http://115.99.144.67/dhl/secure-login.php,1
Quick update on the deploy,sara.alex@bluepeak.net,"Deploy went out cleanly, all checks green. Dashboard: https://docs.bluepeak.net/il8472",https://docs.bluepeak.net/il8472,0
You have 9 unread notifications,team@slack.com,Here is your weekly Slack digest. Open the app to catch up: https://www.slack.com/inbox,https://www.slack.com/inbox,0
Lunch next week?,casey.sam@meridianhq.com,Are you free Thursday or Friday? Happy to grab something near the office.,,0
Your password was changed,orders@wellsfargo.com,"Hi Priya, this confirms your password was changed. If this was you, no action is needed. Manage security settings: https://www.wellsfargo.com/account",https://www.wellsfargo.com/account,0
Your password was changed,service78@apple.com,"Hi Ben, this confirms your password was changed. If this was you, no action is needed. Manage security settings: https://www.apple.com/billing/history",https://www.apple.com/billing/history,0
Sign-in confirmation,support@amazonmail.com,Confirm your recent sign-in to continue: http://amaz0n-secure.zip/o5nymm/fuqfyh/sj9aha?token=s8n40ap00g5x5cs72rw5,http://amaz0n-secure.zip/o5nymm/fuqfyh/sj9aha?token=s8n40ap00g5x5cs72rw5,1
Action Required: Confirm your payment information,support53@paypa1-verify.zip,Your recent payment could not be processed. Update your credit card and account number IMMEDIATELY to avoid service interruption: https://rb.gy/v537c2 Failure to act will result in account termination!!!,https://rb.gy/v537c2,1
Please verify your email for Airbnb,automated@airbnb.com,"Hi Jordan, welcome aboard! Please confirm your email address to finish setting up your account: https://www.airbnb.com/settings This link is valid for 24 hours.",https://www.airbnb.com/settings,0
URGENT: Your Microsoft account has been suspended,hr@2hvik-portal.xyz,"Dear Customer, we detected UNUSUAL ACTIVITY on your account. It has been SUSPENDED. You must VERIFY your identity within 24 hours or it will be permanently closed!!! Verify now: http://microsoft-secure.3648n.tk/verify?id=zyawxgp5lf Enter your password and billing details to restore access.",http://microsoft-secure.3648n.tk/verify?id=zyawxgp5lf,1
Re: your request,alert34@dr0pb0x-billing.click,Following up - please complete the verification here: http://dropbox.account-ukr8.com@ieu122jn.tk/login,http://dropbox.account-ukr8.com@ieu122jn.tk/login,1
Update your direct deposit,8n2r48@fedextwq.zip,Please confirm your bank account and routing number to receive this month's salary on time. Use the secure portal here: http://47.11.59.185/fedex/secure-login.php,http://47.11.59.185/fedex/secure-login.php,1
Verify your wallet,security80@amaz0n-billing.click,We noticed unusual activity on your wallet. Confirm your seed phrase and login credentials to secure your funds: http://parcel-desk.support/account,http://parcel-desk.support/account,1
Your Airbnb receipt,automated@airbnb.com,Thanks for your purchase. Your total was $25.49. View the receipt any time: https://www.airbnb.com/account,https://www.airbnb.com/account,0
Re: project timeline,morgan.alex@brightlabs.co,"Thanks, that works for me. I'll circulate the revised plan tomorrow. Doc is here for reference: https://docs.brightlabs.co/1tsqac",https://docs.brightlabs.co/1tsqac,0
Congratulations! You have won a $1000 gift card,security19@g00g1e-verify.work,WINNER! You have been selected to receive a $1000 reward. Claim your prize now before it expires: http://google-secure.1c5mn.tk/verify?id=cjre5c5jo5 Provide your details to receive your cash reward immediately.,http://google-secure.1c5mn.tk/verify?id=cjre5c5jo5,0
Update your direct deposit,apple.security259@gmail.com,Please confirm your bank account and routing number to receive this month's salary on time. Use the secure portal here: https://bit.ly/izbt1k,https://bit.ly/izbt1k,1
Action needed: accept your Stripe invite,support32@stripe.com,Alex invited you to a workspace. Accept the invitation to get started: https://www.stripe.com/billing,https://www.stripe.com/billing,0
Confirm your Wells Fargo identity,service@wellsfargomail.com,"Hello, your account needs to be verified. Please click here to confirm your identity and enter your credentials: http://wellsfargo-team.click/secure Thank you for your cooperation.",http://wellsfargo-team.click/secure,1
Your Amazon package is on hold,amazon.service443@gmail.com,Your parcel is on hold due to an unpaid customs fee. Pay now and update your billing information to release it: http://service-team.top/login,http://service-team.top/login,1
URGENT: Your Amazon account has been suspended,service17@amaz0n-verify.top,"Dear Customer, we detected UNUSUAL ACTIVITY on your account. It has been SUSPENDED. You must VERIFY your identity within 24 hours or it will be permanently closed!!! Verify now: http://amazon-secure.8qajx.top/verify?id=1vsvdt7663 Enter your password and billing details to restore access.",http://amazon-secure.8qajx.top/verify?id=1vsvdt7663,1
Your Calendly receipt,notifications4@calendly.com,Thanks for your purchase. Your total was $63.48. View the receipt any time: https://www.calendly.com/inbox,https://www.calendly.com/inbox,0
Quick update on the deploy,jordan.neha@meridianhq.com,"Deploy went out cleanly, all checks green. Dashboard: https://docs.meridianhq.com/7icku9",https://docs.meridianhq.com/7icku9,0
Update your direct deposit,admin@g1kwh-portal.tk,Please confirm your bank account and routing number to receive this month's salary on time. Use the secure portal here: http://linkedin.account-wqrv.com@5nd614is.work/login,http://linkedin.account-wqrv.com@5nd614is.work/login,1
Your Microsoft payment receipt,orders@microsoft.com,We received your payment of $45.70. Thanks for being a customer. Receipt: https://www.microsoft.com/orders,https://www.microsoft.com/orders,0
thanks!,neha.sam2@brightlabs.co,"Got it, appreciate the quick turnaround. Talk soon.",https://docs.brightlabs.co/miokgn,0
Congratulations! You have won a $1000 gift card,h2ivd8@netf11x7wc.xyz,WINNER! You have been selected to receive a $1000 reward. Claim your prize now before it expires: http://netflix-secure.fi7eq.support/verify?id=glcr5p8aac Provide your details to receive your cash reward immediately.,http://netflix-secure.fi7eq.support/verify?id=glcr5p8aac,1
Document shared with you,j2fuw4@g00g1e8xl.zip,A document has been shared with you. Open it here: http://google-secure.6rr79.top/verify?id=5agp60q2oa,http://google-secure.6rr79.top/verify?id=5agp60q2oa,1
Confirm your PayPal identity,paypal.security308@gmail.com,"Hello, your account needs to be verified. Please click here to confirm your identity and enter your credentials: http://paypal.account-o5xk.com@qr4zlxb7.top/login Thank you for your cooperation.",http://paypal.account-o5xk.com@qr4zlxb7.top/login,1
Your Apple package is on hold,apple.service444@gmail.com,Your parcel is on hold due to an unpaid customs fee. Pay now and update your billing information to release it: http://apple-center.click/verify,http://apple-center.click/verify,1
Your GitHub receipt,notifications-40y5@github.com,Thanks for your purchase. Your total was $70.70. View the receipt any time: https://www.github.com/app,https://www.github.com/app,0
Your monthly Microsoft statement is ready,no-reply@microsoft.com,"Hello Taylor, your statement is now available. No action is needed. Review it here when convenient: https://www.microsoft.com/help",https://www.microsoft.com/help,0
Sign-in confirmation,team@mail-secure.com,Confirm your recent sign-in to continue: http://146.138.96.49/apple/secure-login.php,http://146.138.96.49/apple/secure-login.php,1
URGENT: Your Google account has been suspended,support@googlemail.com,"Dear Customer, we detected UNUSUAL ACTIVITY on your account. It has been SUSPENDED. You must VERIFY your identity within 24 hours or it will be permanently closed!!! Verify now: http://64.211.34.84/google/secure-login.php Enter your password and billing details to restore access.",http://64.211.34.84/google/secure-login.php,1
Action Required: Confirm your payment information,hr@28j9b-portal.top,Your recent payment could not be processed. Update your credit card and account number IMMEDIATELY to avoid service interruption: http://166.210.176.173/google/secure-login.php Failure to act will result in account termination!!!,http://166.210.176.173/google/secure-login.php,1
Congratulations! You have won a $1000 gift card,wellsfargo.account@secure-login.support,WINNER! You have been selected to receive a $1000 reward. Claim your prize now before it expires: http://parcel-online.tk/login Provide your details to receive your cash reward immediately.,http://parcel-online.tk/login,1
Quick update on the deploy,morgan.sara79@acmecorp.com,"Deploy went out cleanly, all checks green. Dashboard: https://docs.acmecorp.com/lr1m86",https://docs.acmecorp.com/lr1m86,0
